ability_id,icon
4474969375375360,upgrade_increaseTargets
4474973670342656,upgrade_lessCost_AP
4474990850211840,upgrade_critChance
4474986555244544,upgrade_cooldown
4474982260277248,upgrade_damageSustained
2279936144441344,imperialdatapad
815232037421056,recuperativenanotech
2280533144895488,surveyorskit
815240627355648,advancedmedicalprobe
3991184259153920,abl_sp_toxic_haze
2280447245549568,cyborgveteran
4474810461585408,abl_ag_op_noxious_knives
4474814756552704,evasion
4476429664256000,snipe
3403551128682496,hustle
4824395029676288,pet.droid.probedroid.03
3394012006318080,durablearmors
4834329289031936,abl_tr_vg_sonic_rebounder
4834329289031940,thrown
4829518925660436,thrown
4829488860889344,chillingpresence
3927064692391936,subterfuge
4070636859162624,abl_ag_op_curative_counteragent
3926884303765504,op_scound_uti_curbing_shots
3402125199540224,antitoxinprobe
3402120904572928,sprint
3936363296587776,abl_ag_sn_executioner
4833564784853268,blinded
4848790443917568,stimpack
3395605439184896,hustle
4850164833452290,thrown
4850164833452294,thrown
3403499589074944,stealth
3402112314638336,medshield
3927004562849792,armament3
3512699132575744,hustle
4808121398591785,Stunned
4808112808657170,cbt_st_susceptible
4789275082096912,bloomingshot
4808129988526345,cannonball
4827418686652672,ancienturn1
3403538243780608,reanimation
4789292261966099,Stunned
4789292261966105,Stunned
3394016301285376,rifles
4789266492162326,Stunned
3394896769581056,snipe
4785731734077696,pet.gonk.a01_v04
4802580890779904,hustle
3394883884679168,rapidscan
4802507876335872,abl_sm_sc_pressure_cooker
3394944014221312,corrosivemine
4782622177755394,bloodthirst
4784391704281352,movementslowed
4778687987712256,virtualitem_camera
4799140621975834,Stunned
4786569252700416,disabledpowercore
4791598659404034,pet.gonk.a01_v04
3394939719254016,abl_ag_sn_Cull
4784340164673809,stunned
4787179138056450,bloodthirst
4783034494615815,movementslowed
3395639798923264,abl_ag_sn_lethal_shot
4768264102084958,cryobangrenade
4767314914312460,carbonize
4785950777409798,chargedburst
3441024718340096,cannonheal
4706854659686656,abl_bh_pt_sonic_rebounder
4780710917308674,agonizingsaber
4768350001430794,cryobangrenade
4477237118107648,Tech_Bracer_2_6_0
4710054410322177,guardstance
4476803326410752,agesmu_crit_compounds_imp
4476807621378048,agesmu_focused_laze_imp
4476811916345344,abl_ag_sn_countermeasures
4476816211312640,upgrade_lessCost_energy
4476820506279936,upgrade_damageDirect_tech
4476824801247232,upgrade_critChance
4476829096214528,upgrade_debuff
4476833391181824,upgrade_damageDirect_weapon
4476837686149120,upgrade_increaseTargets
4085557575548928,abl_ag_sn_wracking_erosion
4709637798494465,abl_ag_sn_SniperVolley
3440827149844480,defensivecommand
814888440037376,sleepdart
1624803307945984,slicedroid
814892735004672,snipe
3198887347093504,riflerangefinderdevice
814901324939264,stealth
2278046358831104,stimulants
869606323388416,barrage
2278063538700288,iachisssecretpolice
4309969616764928,Unstable_Stimpack_6_0
3462357820899328,uti_imp_rep_crit_chance_raid_buff
987683564290048,imperialagent
988198960365568,assassinate
3987765465186304,abl_sp_toxic_haze
992541172301824,cyborgveteran
3886966877716480,
3750773464760320,bravado
3638696293171200,mysticalupgrade3
3638700588138496,
3638786487484416,probedroid
3711719327137792,probedroid
3777556880818176,animalmeat
4200396411109376,
3777565470752768,animalmeat
3824681261989888,rifleshot
4711755217371136,
3824788636172288,
3824685556957184,coolhead
3824114326306816,hk51terminate
4709289906143232,tacticalmap
3824887420420096,
4706923379163136,
3831540324761600,
4706936264065024,
3822572433047552,rifleshot
3822576728014848,coolhead
3822396339388416,stimpack
3824333369638912,
4710075885158400,bangbang
3822357684682752,
3824337664606208,
3824676967022592,
4706927674130432,sonicprobe
3824702736826368,
4710050115354624,bangbang
3826090011262976,
3830067150979072,
4709654978363392,
3821344072400896,
4706841774784512,bangbang
4298819881664512,
3785081663520768,stimpack
3766162332581888,backlash
3812582339117056,
3834529621999616,
3834503852195840,flameburst
3834581161607168,
3802055374274560,
3802240057868288,tacticalmap
3834667060953088,skydrop
3834649881083904,batteringAssault
3834645586116608,assault
3834658471018496,
3834636996182016,missileblast
3768520269627392,
3768554629365760,
3774601943318528,
3774623418155008,animalTalon
3774558993645568,alienskull
3801385359376384,forcestun
3801432604016640,
3801475553689600,
3801462668787712,
4227287201349632,
4227330151022592,
4227351625859072,
4227231366774784,probedroid
4227252841611264,
4228481202257920,
4228485497225216,abl_sm_sc_kolto_waves
4376661868937216,
4377658301349888,
4377654006382592,
4380059188068352,stimpack
4380183742119936,
4380325476040704,
4380321181073408,
4380329771008000,
4380334065975296,
4380338360942592,
4374905227313152,
4380179447152640,
4380342655909888,
4380346950877184,
4380351245844480,
4380355540811776,
4380359835779072,
4374900932345856,snipe
4425126279905280,abl_tr_vg_plasmatize
4414096803889152,
4427926598582272,smartcannonpowertech
4428291670802432,abl_sw_ma_hemorrhaging_smash
4427922303614976,smartcannonpowertech
4435455676252160,
4433991092404224,
4434656812335104,
4422712508284928,jedigeneral
4435459971219456,
4422493464952832,trickblades
4436671151996928,abl_sw_ju_aegis_strike
4436666857029632,
4436701216768000,abl_jk_se_BurningFocus
4436658267095040,sithsorcerer
4436692626833408,
4436662562062336,saberstorm
4436688331866112,abl_jk_se_BurningFocus
4436675446964224,abl_jk_se_BurningFocus
4435494330957824,
4435498625925120,
4435502920892416,
4436714101669888,
4436718396637184,abl_sw_ju_piercing_chill
4435180798345216,abl_sw_ju_piercing_chill
4435464266186752,
4436705511735296,
4435468561154048,abl_sw_ju_piercing_chill
4436709806702592,novasaber
4433969617567744,abl_bhtr_meco_supercharged_reserves
4436336144547840,abl_bhtr_meco_supercharged_reserves
4422751162990592,stalwart
4435472856121344,
4427918008647680,bangbang
4436838655721472,abl_tr_co_trauma_stabilizers
4436825770819584,abl_tr_co_trauma_stabilizers
4436847245656064,
4436842950688768,abl_tr_co_trauma_stabilizers
4435425611481088,
4435412726579200,
4435417021546496,
4435421316513792,
4441369846218752,
4437998296891392,stimpack
4437985411989504,
4437989706956800,
4437568800161792,stimpack
4436619612389376,improvedelectromagneticpulse
4436623907356672,
4433965322600448,abl_tr_vg_tactical_surge
4436855835590656,
4436817180884992,
4436602432520192,abl_si_sa_MountingDarkness
4436898785263616,abl_si_sa_MountingDarkness
4436739871473664,improvedelectromagneticpulse
4436744166440960,
4436585252651008,afraid
4421832039989248,
4436765641277440,
4436761346310144,abl_tr_va_PlasmaFlare
4415681646821376,
4436778526179328,
4422201407176704,empathy
4422205702144000,
4436903080230912,
4422197112209408,sorcererhaste
4422192817242112,abl_sw_ma_hemorrhaging_smash
4428407634919424,abl_si_as_hand_darkness
4428119872110592,abl_bh_pt_engulfing_flames
4415746071330816,stimpack
4428399044984832,
4435442791350272,abl_sm_gs_extra_shrapnel
4435902352850944,abl_sm_gs_extra_shrapnel
4435404136644608,abl_tr_va_PlasmaFlare
4421840629923840,
4421827745021952,
4429893693603840,uti_imp_rep_power_raid_buff
4428566548709376,dazingshot
4421836334956544,
4433939552796672,force_crush
4415668761919488,
4434278855213056,abl_bh_me_serrated_shot
4422218587045888,
4434330394820608,lightning_burst
4436645382193152,
4434089876652032,sithsorcerer
4436555187879936,abl_tr_vg_plasmatize
4434085581684736,
4434540848218112,abl_si_so_dark_concentration
4419426858303488,aegis
4426294511009792,vengefulstrike
4426483489570816,vengefulstrike
4426487784538112,vengefulstrike
4414092508921856,snipe
4427475627016192,
4426947346038784,
4427454152179712,
4426921576235008,
4415857740480512,
4415720301527040,
4415814790807552,
4438509397999616,
4419091850854400,
3802733979107328,animalTalon
3802738274074624,abl_si_as_profuse_horror
3802725389172736,
3803391109103616,
3804211447857152,coruscagem
3803386814136320,
3803335274528768,sithmask
3860874951393280,
3811624561410048,forcestun
3803318094659584,
3656623486664704,
3656606306795520,
3773863208943616,
4348641502298112,movementslowed
4349839798173696,abl_sijc_sosa_force_mobility
4351514835419136,amp_icon_heal
4307401226321920,amp_icon_tank
4306112736133120,amp_icon_dps
4307259492401152,amp_icon_tank
4351519130386432,Flora_Scrap_6_0_green
4307452765929472,amp_icon_heal
4307448470962176,amp_icon_heal
4307573025013760,amp_icon_heal
4356600076697600,amp_icon_heal
4307414111223808,amp_icon_tank
4357136947609600,abl_sijc_sosa_force_mobility
4362385397645312,
4326608320069632,
814772475920384,force_charge
814738116182016,
814742411149312,force_push
814746706116608,force_push
814751001083904,forcePush
814755296051200,overload
814759591018496,overload
814763885985792,cover
814768180953088,cover
3402086544834560,lockandload
2027628290637824,carbonize
814192655335424,chaffflare
3177532769697792,meleetankunlock
2025029835424163,movementSlowed
2025029835424183,probedroid
4683554462105865,probedroid
4526719436325120,darkblood
4834449548116224,carbonitegrenade
4826160261234963,armorpiercingclip
4832241934926082,sandwich
4310532257481049,frenzy
4715676522512384,lothcat_a01_v01
4680840042774528,
4714138924220416,pet_feast_of_prosperity_wetlands_mudhorn
4680835747807232,reward_probe_boxdroid_a01_v03
4674689649606656,reward_probe_boxdroid_a02_v01
4714143219187712,pet_feast_of_prosperity_curious_rodir
4690370575204352,pet.scoutdroid.re1_a01_v02
2020687623487488,plasmaclip
1681075969458176,concussionmissiles
985007799664640,cyborgveteran
4085454496333824,abl_bh_pt_ordnance_onslaught
814201245270016,deathFromAbove
814205540237312,determination
3029313448312832,pacify
814214130171904,taserjolt
3066456325488640,electronetmercenary
3401128767127552,rapidscan
814218425139200,energyshield
2288745122365440,koltoinhibitordart
986266225082368,explosivefuel
814222720106496,flameburst
814227015073792,flamingsweep
814231310041088,bountyhunter
814235605008384,tacticalnuke
814239899975680,grapple
1776136480620544,cc_defensive
1781346275950592,cyborgmerc
4503174425608192,cyborgmerc
4503178720575488,cyborgmerc
3213829538316288,deflection
4516080802332672,deflection
814252784877568,jetBoost
814257079844864,jetcharge
2264285283614720,adrenelinerush
3392096450904064,koltodart
814261374812160,missileBlast
1971557492588544,sleepdart
2940854301884416,heartriggerpatch
814274259714048,hammershot
2025218813984768,vanguard
4325603297722368,Orange_Energy_6_0
2204499338854400,pistolwhip
814278554681344,railshot
3394085020762112,diagnosticscan
814282849648640,rapidshots
814287144615936,rechargeandreload
4085553280581632,abl_bh_responsive_obviation
3633465023004672,merc_rocket_out
814300029517824,rocketpunch
3915721683763200,abl_bh_pt_searing_wave
4509509502369792,frenzy
3915725978730496,abl_bh_pt_shatter_slug
3066482095292416,powerloaders
4368759129112576,powerloaders
3066494980194304,powerloaders
3645817348947968,pt_pass_energy_burn
3388896700268544,abl_si_as_demolish
3182695320387584,absorbtionfield
3960032861356032,armorpiercingclip
3387479361060864,abl_bh_pt_magnetic_blast
4498488616288256,adv_shielding_imp
4498432781713408,abl_bh_pt_override_pressure_limiters
4498514386092032,Orange_Energy_6_0
4490714725482496,snipe_pass_field_command
4490504272084992,pt_pass_energy_burn
4490667480842240,abl_bh_pt_mutilating_shards
4491311725936640,easy_prey_imp
4491234416525312,hiltstrike
4491483524628480,retractableblade
4509505207402496,frenzy
4151807446089728,tenacity
991037933748224,terminate
3389102858698752,shrapround
2029831608860672,retractableblade
3399221801648128,assaulttech
3387565260406784,thermaldetonator
1792027859615744,rioteer
3394145150304256,abl_bh_me_blazing_bolts
3394153740238848,abl_bhtr_meco_blowback
3165584170680320,chaffflare
814592087293952,heatseekermissiles
3960037156323328,piercingshot
3411372264128512,abl_bh_me_tracing_shot
4056536481529856,mercom_sg_arsenal_imp
2032146596233216,armorpiercingclip
994022936018944,marktarget
985140943650816,unexplodedmortarshell
3960041451290624,emittermatrix2
2274799363555328,mirilantrader
987851068014592,cyborgveteran
3403241891037184,abl_bhtr_meco_emergency_response
1416815221669888,healingscan
3404212553646080,abl_bh_me_kolto_boosters
985514605805568,sonicmissle
3394093610696704,koltotank
3394110790565888,mucus
985226842996736,koltoshell
4498518681059328,rangedtankunlock
4491427690053632,merc_pass_peacekeeper
4491453459857408,mercom_residual_globules_imp
4491487819595776,thrown
4498402716942336,merc_comm_uti_supercharged_defense
4498273867923456,mercom_splashing_shells_imp
987305607168000,armament3
3394132265402368,abl_bh_me_progressive_scan
4056523596627968,bodyguardhealproc
2269160071495680,adrenelinerush
992738740797440,linetheshot
4085484561104896,abl_bh_pt_firestorm
1708872997797888,suckerpunch
3384704812187648,abl_bh_pt_flaming_fist
4053744752787456,disabledpowercore
814519072849920,flamethrower
2027022700249088,explosiveprobe
4502474345938944,abl_sw_ju_consuming_rage
4502491525808128,carbonize
4502478640906240,Thermal_yield_imp
4499532293341184,plasmaclip
4499536588308480,abl_bh_pt_fuel_additives
4498535860928512,flamethrower
4499609602752512,abl_bhtr_ptvg_accelerated_reel
4502504410710016,manda_warhead_imp
4502517295611904,merc_uti_adhesive_supplements
4502547360382976,missilefan
3384812186370048,abl_bh_pt_scorch
3385271747870720,bountyhunter
3394351308734464,assaulttech
4085574755418112,abl_bh_me_anticipatory_ignition
3408219758133248,terminate
3394733560823808,abl_bh_me_mag_shot
4505210240106496,shockround
4504669074227200,Colliding_Bolts_6_0
3394707791020032,abl_bh_me_serrated_shot
3409284910022656,abl_bh_me_speed_burn
3408039369506816,shrapround
3634474340319232,merc_pass_surging_shots
3408524700811264,volitilewarhead
991390121066496,damageincreased
16141108801368513138,abl_sijc_sosa_force_mobility
3178507727273984,abl_bh_pt_consuming_conflagration
3182025305489408,poweredflamethrower
991372941197312,flamingsweep
2264070535249920,desperatecommand
2841833830875136,heatscreen
3396498792382464,meleedpsunlock
3960050041225216,ionClip
2037850312802304,shocked
4504969721937920,manda_iron_imp
4504974016905216,cc_defensive
4504089253642240,energy_yield_imp
4502933907439616,marktarget
4502852303060992,bountyhunter
4502890957766656,swwarhardenednoble
4503015511818240,grapple
4503110001098752,abl_bh_me_conflict_response_protocols
4503054166523904,electronics
4503213080313856,merc_pass_honed_lock
2264298168516608,oilslick
4504978311872512,jetcharge
3379460657119232,abl_bhtr_ptvg_shield_enhancers
2263383340482560,droideye
3638880976764928,pt_translocate
3633804325421056,merc_uti_adhesive_supplements
3394750740692992,jetboost
3394840935006208,absorbtionfield
3390992644308992,determination
4150918387859456,pistolwhip
3394763625594880,vent
3394849524940800,ringoffire
3390829435551744,hustle
3394793690365952,portablecover
3391379191365632,armormelt
3959534645149696,abl_bh_pt_reel_and_rattle
3391057068818432,abl_bhtr_ptvg_reflective_armor
3391422141038592,cannonheal
3956828815753216,merc_comm_uti_smoke_screen
3634074908360704,merc_comm_uti_supercharged_defense
3390885270126592,creepingterror
3956704261701632,outerrimveteran
880189122805760,sonicmissle
2025029835423744,probedroid
3401326335623168,force
3409808896032768,uti_imp_rep_alacrity_raid_buff
3401291975884800,mercom_sg_io_imp
2296252725198848,sweepinggunfire
1953561579618304,electronics
814312914419712,unload
814317209387008,electronics
875219845644288,vibrosheath
875228435578880,datapad
875232730546176,darksiderelic1
4049359591178240,
4049368181112832,
4049372476080128,
4049385360982016,
4049406835818496,
4049402540851200,
4114080453361664,
4045468350808064,
4045472645775360,
4045476940742656,
4045481235709952,
4045485530677248,
4045489825644544,
4045494120611840,
4045498415579136,
4146485981609984,
4437169368203264,
4045429696102400,
4045433991069696,
4045438286036992,
4045464055840768,
4045442581004288,
4045446875971584,
4045451170938880,
4045455465906176,
4045459760873472,
4045519890415616,
4045524185382912,
4045528480350208,
4045532775317504,
4045502710546432,
4045507005513728,
4045511300481024,
4045515595448320,
4049157727715328,
4216206185725952,
4007470775140352,
799963428683776,cc_attack
2530899673481216,
2531196026224640,
4196681264398336,
2531161666486272,
1393300275724288,
1152915251134464,
1152932431003648,
1152975380676608,
1153031215251456,
2071552921174016,turbulence
2142557320511488,chillingPresence
2142604565151744,oilslick
2071561511108608,flamingsweep
2072622368030720,rage
2072841411362816,rage
2142544435609600,reflection
2142548730576896,energyshield
2068245796356096,bhrattatakigladiator
2071071884836864,hatred
3034806711484416,hatred
2071080474771456,vicioussaber
2066308766105600,flameburst
2071041820065792,forceCharge
2066497744666624,bhthemerc
2071720424898560,forcestrike
2071999597772800,flamethrower
2071020345229312,vengefulstrike
2067150579695616,suckerpunch
2067270838779904,damaged_spike
2068052522827776,intimidatingpresence
2143961774817280,chaffflare
2068348875571200,portablecover
2069371077787648,consumingdarkness
1677369412681728,retractableblade
1130422507405312,cc_defensive
1788935483162624,sprint
2067081860218880,bhrattatakigladiator
2066871406821376,block
1560984388894720,chargedgauntlets
2066364600680448,hustle
2143966069784576,jetcharge
2066205686890496,vibroblade
2066214276825088,shock
2066282996301824,animaltalon
2071759079604224,heavyarmors
2071991007838208,heavyarmors
2072330310254592,heavyarmors
2066888586690560,taunt
2143953184882688,taunt
2068194256748544,energyshield
2074069772009472,cc_aggressive
2157349187878912,remotedetonationmine
2163224703139840,barrage
2157344892911616,sweepinggunfire
2157258993565696,barrage
2157370662715392,rage
2157362072780800,evasion
2157757209772032,orbitalbombardment
2157374957682688,assassinate
1107977008316416,barrage
2163203228303360,hailofbolts
2076178600951808,unload
2076045456965632,flankingshot
2074941650370560,fearsomecry
2163194638368768,ambush
2075620255203328,ambush
2075710449516544,ambush
2163125918892032,snipe
2075384032002048,chargedburst
2075568715595776,snipe
2074980305076224,portablecover
2072931605676032,thermaldetonator
2075804938797056,force
2145688351670272,missileblast
2072987440250880,chaffflare
2075800643829760,intimidatingpresence
2145800020819968,consumingdarkness
2145795725852672,portablecover
2074383304622080,jetcharge
2145976114479104,riflerangefinderdevice
2145812905721856,shock
2072364669992960,cull
2145950344675328,lockandload
2075873658273792,polaritycharge
2072605188161536,block
2145911689969664,bioelectricshieldenhancer
2145830085591040,block
2146006179250176,grapple
2145997589315584,forcePull
2146010474217472,grapple
2075809233764352,jetcharge
2075830708600832,forcespeed
2072630957965312,assassinate
2076058341867520,lightningStrike
2074275930439680,armormelt
2076118471409664,chargedplating
2072983145283584,taunt
2146019064152064,sonicmissle
2145928869838848,sleepdart
2075813528731648,taunt
2074048297172992,energyshield
2074082656911360,cc_aggressive
2075817823698944,battlefrenzy
2075826413633536,mirilantrader
2074366124752896,stickygrenade
2072351785091072,koltodart
2074812801351680,healingscan
2274485830942720,carbonize
2071681770192896,flankingshot
2070324560527360,bloomingshot
2074172851224576,heal
2075117744029696,cyborgveteran
813926367363072,cc_defensive
813930662330368,attack
813934957297664,cc_passive
984500993523712,cc_follow
826029585203200,archaeology
826025290235904,bioanalysis
826033880170496,scavenging
826038175137792,slicing
848127191941120,creepingterror
4466778872741888,bravado
4488021780987904,bravado
4488137745104896,book
4462634229301248,book
4460203277811712,bravado
4462642819235840,book
4460233342582784,bravado
4462651409170432,book
4460259112386560,bravado
4462655704137728,book
4460267702321152,bravado
813939252264960,
874652909961216,unnaturalendurance
874498291138560,unnaturalendurance
3778153881272320,empire
813982201937920,basicgrenade
814063806316544,basicgrenade
814050921414656,basicgrenade
814055216381952,basicgrenade
814059511349248,basicgrenade
762794781704192,
814046626447360,basicgrenade
814042331480064,shiv
762833436409856,escape
814038036512768,greenstimpack
814033741545472,flameburst
814029446578176,grapple
814016561676288,basicgrenade
814020856643584,basicgrenade
814025151610880,basicgrenade
814012266708992,greenstimpack
814007971741696,greenstimpack
814003676774400,toxicDart
813999381807104,pointblankshot
813990791872512,greenstimpack
813986496905216,greenstimpack
978698492706816,greenstimpack
978745737347072,unnaturalendurance
978741442379776,unnaturalendurance
4238943742590976,abl_si_as_leeching_strike
4238935152656384,abl_jk_se_BurningFocus
4238965217427456,abl_bh_me_blazing_bolts
4238930857689088,cloudmind
4239605167554560,abl_jk_gu_guardian_leap
4239600872587264,abl_jk_gu_guardian_leap
4239596577619968,abl_jk_gu_guardian_leap
4239746901475328,abl_jk_gu_guardian_leap
4239622347423744,abl_jk_gu_guardian_leap
4238690339520512,uti_imp_rep_crit_chance_raid_buff
4238802008670208,casting
4238737584160768,abl_bhtr_ptvg_shield_enhancers
4238883613048832,cloudmind
4239025346969600,droideye
4239051116773376,cc_defensive
4239845685723136,abl_tr_co_successive_treatment
4239390419189760,abl_si_as_leeching_strike
4518833876369408,
4451944055701504,taserjolt
4451935465766912,rifleshot
4451931170799616,aimboost
4457931240112128,emergencystimpak
4452214638641152,aimboost
4457828160897024,bodyguardhealproc
4451879631192064,abl_tr_vg_grenadiership
4451763667075072,abl_bhtr_meco_supercharged_reserves
4451875336224768,aimboost
2499387498430464,
2462592513605632,wither
2462141542039552,forceCharge
2462158721908736,
2456141472727040,combattechnique
2456059868348416,battlefrenzy
2499168455098368,
2464941860716544,force
2498313756606464,
2464323385425920,pumpaction
2523602524045312,forceCharge
2700516521934848,
2486755999612928,bhthemerc
2465564630974464,taserjolt
2499082555752448,
2498726073466880,
2499013836275712,insectstinger
2465349882609664,flameburst
2498975181570048,insecthead
2498408245886976,insecthead
4435524395728896,abl_tr_vg_focus_stims
4435545870565376,abl_sw_ma_relentless
4435507215859712,
4446957598670848,
4435511510827008,
4435515805794304,
4435520100761600,
4435550165532672,forcebarriersage
4435558755467264,abl_bhtr_meco_supercharged_reserves
4446961893638144,cannonheal
2498060353536000,
2523267516596224,grapple
2497776885694464,
2497738230988800,stickygrenade
2497768295759872,
2466960495345664,electricshield
2498064648503296,
2467798013968384,weakenresolve
2498172022685696,
2498103303208960,retractableblade
4688875926585616,republic
4518855351205888,
2997298762088448,hk51stealthsuit
2998205000187904,
2997294467121152,hk51evasionprotocols
3004484242374656,
4680565164867584,abl_sw_ju_emboldening_scream
2997251517448192,hk51terminate
2997225747644416,hk51shadowstrike
2997260107382784,hk51emergencyprotocols
3751044047699968,hk51terminate
3751056932601856,hk51rifleblast
3751035457765376,hk51hunterkiller
3751061227569152,hk51calibratedshot
3751589508546560,taserjolt
3751065522536448,hk51blindside
3751267385999360,healbomb
3751568033710080,emergencystimpak
4238471296188416,koltoshell
3751121357111296,bodyguardhealproc
3751117062144000,underworldmedicine
3751108472209408,electricshield
3751112767176704,recuperativenanotech
2998329554239488,
2998333849206784,
2997311646990336,hk51rifleblast
2997230042611712,hk51assassinate
2998290899533824,
2997303057055744,hk51hunterkiller
2997238632546304,hk51calibratedshot
2997268697317376,hk51blindside
3751026867830784,hk51evasionprotocols
4438513692966912,abl_bhtr_meco_supercharged_reserves
3751048342667264,hk51shadowstrike
3751052637634560,hk51emergencyprotocols
3751069817503744,hk51rifleblast
3751104177242112,hk51calibratedshot
2481894096633856,
2446748379250688,fraggrenade
2528000570556416,forceCharge
2482083075194880,
2455836530049024,turbulence
2929799056064512,benevolence
2448178603360256,shockwave
2481138182389760,
2488705914765312,forceCharge
2445928040497152,explosiveprobe
2488130389147648,lizardtail
2481812492255232,
2446001054941184,virtualitem_holodancer
3784523317772288,virtualitem_holodancer
2451876570202112,
2448955992440832,
2451485728178176,
2482104550031360,
2448367581921280,explosiveprobe
2480055850631168,
2455368378613760,heal
2480790290038784,
2442586555940864,forcequake
2929807645999104,benevolence
2480313548668928,
2443406894694400,forceCharge
2480919139057664,
2442951628161024,scatterclip
2480970678665216,
2442320267968512,ionclip
2527588253696000,jetcharge
4000581647597568,
4001621029683200,thunderfist
4002140720726016,abl_bh_pt_enhanced_paralytics
4002080591183872,forcebarriersage
4238475591155712,koltoshell
4002136425758720,abl_sw_ju_vengeful_slash
4002089181118464,abl_tr_co_mag_bolt
4002132130791424,gatherstrength
3924607971098624,
3962919079378944,
3962854654869504,
3976379506884608,
3974996527415296,jetboost
3995324607627264,abl_tr_vg_grenadiership
